Accession #,Research_note,,,,,,Family,collector_no,,Country,,Collected_Date,Depth,Det_Date,Determiner,,Notes,,,,,Genus,geo_locate,geo,geo_year,geo_source,geo_Lat_dd,geo_Lat_deg,geo_Lat_min,geo_Lat_sec,geo_Long_dd,geo_Long_deg,geo_Long_min,geo_Long_sec,coord_source,,Habitat,Insitution,,curation_notes,Locality,,,,Sci_name,other_collectors,Phylum,Collector,Project_id,state_province,,reproduction,research_annot,,species,authority,,,,type_status,,,,datum,Lat_deg,Lat_min,Lat_sec,Long_deg,Long_min,Long_sec
A87307,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,,,,,Florideophyceae,PTM-57,Yes,United States,,2004 Feb 26,"0 m, low intertidal",2004 Feb 26,Patrick T. Martone,,"""Large 13"", Species determination supported by rbcL gene (P.Gabrielson)",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,Epilithic,UBC,,,"Hopkins Marine Station, Pacific Grove, ""Coralline Bench""",,,,Calliarthron tuberculosum by P.T. Martone 2004,,Rhodophyta,Patrick T. Martone,,California,,,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,tuberculosum,(Postels et Ruprecht) E.Y. Dawson,,,,,,,,,36,37,18.28,-121,54,20.86
A87308,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308 GenBank #HQ322309, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,,,,,Florideophyceae,PTM-58,Yes,United States,,2004 Feb 25,"0 m, low intertidal",2004 Feb 25,Patrick T. Martone,,"""Large 7"", Species determination supported by rbcL gene (P.Gabrielson)",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,Epilithic,UBC,,,"Hopkins Marine Station, Pacific Grove, ""Coralline Bench""",,,,Calliarthron tuberculosum by P.T. Martone 2004,,Rhodophyta,Patrick T. Martone,,California,,,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308 GenBank #HQ322309, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,tuberculosum,(Postels et Ruprecht) E.Y. Dawson,,,,,,,,,36,37,18.28,-121,54,20.86
A87309,"Calliarthron cheilosporioides by partial rbcL sequence F57/RrbcS GenBank #HQ322291, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,,,,,Florideophyceae,PTM-59,Yes,United States,,2004 Feb 20,"0 m, low intertidal",2004 Feb 20,Patrick T. Martone,,"""Large 15"", Species determination supported by rbcL gene (P.Gabrielson)",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,Epilithic,UBC,,,"Hopkins Marine Station, Pacific Grove, ""Coralline Bench""",,,,Calliarthron cheilosporioides by P.T. Martone 2004,,Rhodophyta,Patrick T. Martone,,California,,,"Calliarthron cheilosporioides by partial rbcL sequence F57/RrbcS GenBank #HQ322291, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,cheilosporioides,Manza,,,,,,,,,36,37,18.28,-121,54,20.86
A87310,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308 GenBank #HQ322313, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,,,,,Florideophyceae,PTM-60,Yes,United States,,2005 Jan 25,"0.5 m, mid intertidal",2005 Jan 25,Patrick T. Martone,,"""Tidepool 6"", Species determination supported by rbcL gene (P.Gabrielson)",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,Epilithic,UBC,,,"Hopkins Marine Station, Pacific Grove, near ""Coralline Bench""",,,,Calliarthron tuberculosum by P.T. Martone 2005,,Rhodophyta,Patrick T. Martone,,California,,,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308 GenBank #HQ322313, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,tuberculosum,(Postels et Ruprecht) E.Y. Dawson,,,,,,,,,36,37,18.28,-121,54,20.86
A87311,"No genetic determination Det. Patrick T. Martone and Katy R. Hind 2013, University of British Columbia Herbarium",,,,,,Florideophyceae,PTM-61,Yes,United States,,2003 Nov 25,0 m,2003,Patrick T. Martone,,"""Large 14"", with crustose epiphytes",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,"Epilithic, low intertidal, ""Coralline Bench"" ",UBC,,,"Hopkins Marine Station, Pacific Grove",,,,Calliarthron tuberculosum by Patrick T. Martone 2003,,Rhodophyta,Patrick T. Martone,2014OctDani,California,,,,,tuberculosum,(Postels et Ruprecht) E.Y. Dawson,,,,,,,,,36,37,18.28,-121,54,20.86
A87312,"Calliarthron cheilosporioides by partial rbcL sequence F1152/R1308 GenBank #HQ322292, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,,,,,Florideophyceae,PTM-62,Yes,United States,,2004 Feb 25,"0 m, low intertidal",2004 Feb 25,Patrick T. Martone,,"""Large 9"", Species determination supported by rbcL gene (P.Gabrielson)",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,Epilithic,UBC,,,"Hopkins Marine Station, Pacific Grove, ""Coralline Bench""",,,,Calliarthron cheilosporioides by P.T. Martone 2004,,Rhodophyta,Patrick T. Martone,,California,,,"Calliarthron cheilosporioides by partial rbcL sequence F1152/R1308 GenBank #HQ322292, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,cheilosporioides,Manza,,,,,,,,,36,37,18.28,-121,54,20.86
A87313,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,,,,,Florideophyceae,PTM-63,Yes,United States,,2005 Jan 25,"0.5 m, mid intertidal",2005 Jan 25,Patrick T. Martone,,"""Tidepool 3"", Species determination supported by rbcL gene (P.Gabrielson)",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,Epilithic,UBC,,,"Hopkins Marine Station, Pacific Grove, near ""Coralline Bench""",,,,Calliarthron tuberculosum by P.T. Martone 2005,,Rhodophyta,Patrick T. Martone,,California,,,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1308, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,tuberculosum,(Postels et Ruprecht) E.Y. Dawson,,,,,,,,,36,37,18.28,-121,54,20.86
A87314,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1318 GenBank #HQ322311, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,,,,,Florideophyceae,PTM-64,Yes,United States,,2005 Jan 25,"0.5 m, mid intertidal",2005 Jan 25,Patrick T. Martone,,"""Tidepool 1"", Species determination supported by rbcL gene (P.Gabrielson)",,,,,Calliarthron,Crystal Kwong,9,2018,Unknown,36.6217,36,37,18.28,-121.9058,-121,54,20.86,Verbatim from Collector/Sheet,,Epilithic,UBC,,,"Hopkins Marine Station, Pacific Grove, near ""Coralline Bench""",,,,Calliarthron tuberculosum by P.T. Martone 2005,,Rhodophyta,Patrick T. Martone,,California,,,"Calliarthron tuberculosum by partial rbcL sequence F1152/R1318 GenBank #HQ322311, Paul W. Gabrielson 2010, University of North Carolina Herbarium (NCU)",,tuberculosum,(Postels et Ruprecht) E.Y. Dawson,,,,,,,,,36,37,18.28,-121,54,20.86
A88525,,,,,,,Florideophyceae,1562,,United States,,2007 Dec 31,,2008 Mar 25,Sandra C. Lindstrom,,SCL extract M443: Clade 9,,,,,Mastocarpus,Crystal Kwong,90,2018,Unknown,36.624,36,37,25.8,-121.915,-121,54,53.6,Verbatim from Collector/Sheet,,"high intertidal, northeast-facing vertical wall",UBC,,,"Monterey County, Pacific Grove, foot of 15th Street",,,,Mastocarpus papillatus by Sandra C. Lindstrom 2008,Patrick T. Martone,Rhodophyta,Paul W. Gabrielson,,California,,,,,papillatus,(C. Agardh) KÌ_tzing,,,,,,,,,36,37,25.8,-121,54,53.6
A88526,,,,,,,Florideophyceae,1585,,United States,,2007 Dec 31,,2008 Mar 25,Sandra C. Lindstrom,,SCL extract M439: Clade 6C,,,,,Mastocarpus,Crystal Kwong,90,2018,Unknown,36.627,36,37,37.5,-121.938,-121,56,17.8,Verbatim from Collector/Sheet,,"high intertidal, on rock",UBC,,,"Monterey County, Pacific Grove, foot of Arena Avenue",,,,Mastocarpus agardhii by Sandra C. Lindstrom 2008,Patrick T. Martone,Rhodophyta,Paul W. Gabrielson,,California,,,,,agardhii,(Setchell et N.L. Gardner) comb. nov.,,,,,,,,,36,37,37.5,-121,56,17.8
A88547,,,,,,,Florideophyceae,1560,,United States,,2007 Dec 31,,2010 Jun 11,Sandra C. Lindstrom,,extract M441; Clade 9,,,,,Mastocarpus,Crystal Kwong,90,2018,Unknown,36.624,36,37,25.8,-121.915,-121,54,53.6,Verbatim from Collector/Sheet,,high intertidal bedrock,UBC,,,"Monterey County, Pacific Grove, foot of 15th Street",south-facing vertical wall,,,Mastocarpus papillatus by Sandra C. Lindstrom 2010,Patrick T. Martone,Rhodophyta,Paul W. Gabrielson,,California,,,,,papillatus,(C. Agardh) KÌ_tzing,,,,,,,,,36,37,25.8,-121,54,53.6
A88548,,,,,,,Florideophyceae,1586,,United States,,2007 Dec 31,,2010 Jun 11,Sandra C. Lindstrom,,extract M440; species tentatively to be called Mastocarpus intermedius,,,,,Mastocarpus,Crystal Kwong,90,2018,Unknown,36.627,36,37,37.5,-121.938,-121,56,17.8,Verbatim from Collector/Sheet,,upper intertidal bedrock,UBC,,,"Monterey County, Pacific Grove, foot of Arena Avenue",,,,"Mastocarpus ""Clade 3"" by Sandra C. Lindstrom 2010",Patrick T. Martone,Rhodophyta,Paul W. Gabrielson,,California,,,,,"""Clade 3""",,,,,,,,,,36,37,37.5,-121,56,17.8
A88556,,,,,,,Florideophyceae,#2 (H),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,"extract M405, clade 10",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, west-facing rock, + 0 m, near Mazzaella flaccida, Gastroclonium",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers",,,,Mastocarpus jardinii by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,jardinii,(J. Agardh) J.A. West,,,,,,,,,36.621822,,,-121.904882,,
A88557,,,,,,,Florideophyceae,"#4 (S, T, U)",,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,"extracts M406, M425, M426 on same sheet",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, +1.5 m, near Endocladia, Pseudolithophyllum",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from waer towers",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88558,"HOLOTYPE and ISOTYPES of Mastocarpus intermedius S.C.Lindstrom, Hughey et Martone, LINDSTROM S.C., HUGHEY J.R. AND MARTONE P.T. 2011. Phycologia 50: 661‰ÛÒ683. DOI: 10.2216/10-38.1",,,Yes,,,Florideophyceae,#6 (Z),,United States,,2008 Jan 07,0.5 m,2010 Jul 04,Sandra C. Lindstrom,,extract M407; species tentatively to be called Mastocarpus intermedius,,,2009 - Global Plants Initiative (Andrew W. Mellon Foundation),,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, near coarse sand at base of boulders, near Mastocarpus ""jardini', Mazzaella oregona",UBC,Yes,,"Monterey County, Pacific Grove, Hopkins Marine Station, closer to water towers than rocky promontory",,,,"Mastocarpus ""Clade 3"" by Sandra C. Lindstrom 2010 Jul 04",,Rhodophyta,Patrick T. Martone,Amber GPI,California,,,,,intermedius,"S.C.Lindstrom, Hughey et Martone",,,,"HOLOTYPE and ISOTYPES of Mastocarpus intermedius S.C.Lindstrom, Hughey et Martone",,,,,36.621822,,,-121.904882,,
A88559,,,,,,,Florideophyceae,"#1 (B, D)",,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,"extracts M409, M411 on same sheet",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, west-facing rock, -0.25 m, near Phyllospadix, Osmundea, Prionitis",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers ",,,,Mastocarpus jardinii by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,jardinii,(J. Agardh) J.A. West,,,,,,,,,36.621822,,,-121.904882,,
A88560,,,,,,,Florideophyceae,#3 (I),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,extract M415; Clade 9,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, top and west side of rock, +1.0 m, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers ",,,,Mastocarpus papillatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,papillatus,(C. Agardh) KÌ_tzing,,,,,,,,,36.621822,,,-121.904882,,
A88561,,,,,,,Florideophyceae,"#3 (J, K, L)",,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,"extracts M416, M417, M418 on same sheet",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, top and west side of rock, +1.0 m, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88562,,,,,,,Florideophyceae,#3 (O),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,"extract M421; extracts M419, M420 on same sheet",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, top and west side of rock, +1.0 m, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers ",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88563,,,,,,,Florideophyceae,"#5 (V, W, X)",,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,"extracts M427, M428, M429",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, on or near tops of boulders, + 1.0 m, near Mastocarpus ""jardinii"" and Mazzaella affinis",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, halfway between water towers and rocky promontory ",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88564,,,,,,,Florideophyceae,#6 (AA),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,extract M431,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, near coarse sand at base of boulders, +0.5 m, near Mastocarpus ""jardini', Mazzaella oregona",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, closer to water towers than rocky promontory ",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88565,,,,,,,Florideophyceae,#8 (FF),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,extract M436,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, on boulders separated by coarse sand, +0.5-1.0 m",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, between water towers and rocky promontory",,,,Mastocarpus agardhii by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,agardhii,(Setchell et N.L. Gardner) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88566,,,,,,,Florideophyceae,#8 (GG),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,"extract M437, clade 9",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, on boulders separated by coarse sand, +0.5-1.0 m",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, between water towers and rocky promontory",,,,Mastocarpus papillatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,papillatus,(C. Agardh) KÌ_tzing,,,,,,,,,36.621822,,,-121.904882,,
A88567,,,,,,,Florideophyceae,#8 (HH),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,extract M438,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, on boulders separated by coarse sand, +0.5-1.0 m",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, between water towers and rocky promontory",,,,Mastocarpus agardhii by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,agardhii,(Setchell et N.L. Gardner) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88570,"HOLOTYPE of Mastocarpus rigidus S.C.Lindstrom, Hughey et Martone, LINDSTROM S.C., HUGHEY J.R. AND MARTONE P.T. 2011. Phycologia 50: 661‰ÛÒ683. DOI: 10.2216/10-38.1",,,Yes,,,Florideophyceae,PTM-184,,Canada,,2010 Jul 11,,2010 Jul 16,Sandra C. Lindstrom,,"extracts M558, M559, species tentatively to be called Mastocarpus rigidus",,,2009 - Global Plants Initiative (Andrew W. Mellon Foundation),,Mastocarpus,Crystal Kwong,0,2018,Unknown,48.529253,48.529253,,,-124.453704,-124.453704,,,Verbatim from Collector/Sheet,,mid intertidal with Fucus and Hedophyllum,UBC,Yes,,"Vancouver Island, Capital Regional District, Port Renfrew, Botanical Beach",,,,Mastocarpus ‰ÛÏClade 6A‰Ûù by Sandra C. Lindstrom 2010 Jul 16,,Rhodophyta,Patrick T. Martone,Amber GPI,British Columbia,,,,,rigidus,"S.C.Lindstrom, Hughey et Martone",,,,"HOLOTYPE and ISOTYPES of Mastocarpus rigidus S.C.Lindstrom, Hughey et Martone",,,,,48.529253,,,-124.453704,,
A88745,,,,,,,Florideophyceae,1A,,United States,,2008 Jan 07,-0.25 m below MLLW,2010 Jun 20,Sandra C. Lindstrom,,extract M408,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"low intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88746,,,,,,,Florideophyceae,1C,,United States,,2008 Jan 07,-0.25 m below MLLW,2008 Mar 14,Sandra C. Lindstrom,,extract M410,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"low intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2008,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88747,,,,,,,Florideophyceae,1F,,United States,,2008 Jan 07,-0.25 m below MLLW,2008 Mar 14,Sandra C. Lindstrom,,extract M413,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"low intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers",,,,Mastocarpus jardinii by Sandra C. Lindstrom 2008,,Rhodophyta,Patrick T. Martone,,California,,,,,jardinii,(J. Agardh) J.A. West,,,,,,,,,36.621822,,,-121.904882,,
A88749,,,,,,,Florideophyceae,2G,,United States,,2008 Jan 07,0 m (MLLW),2008 Mar 14,Sandra C. Lindstrom,,extract M414,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"low intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2008,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88750,,,,,,,Florideophyceae,4R,,United States,,2008 Jan 07,+1.5 m above MLLW,2008 Jun 26,Sandra C. Lindstrom,,extract M424,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"high intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,Yes,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers ",,,,Mastocarpus papillatus by Sandra C. Lindstrom 2008,,Rhodophyta,Patrick T. Martone,,California,,,,,papillatus,(C. Agardh) KÌ_tzing,,,,,,,,,36.621822,,,-121.904882,,
A88751,,,,,,,Florideophyceae,6BB,,United States,,2008 Jan 07,+0.5 m above MLLW,2008 May 02,Sandra C. Lindstrom,,extract M432,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"mid intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers",near coarse sand at base of boulders,,,Mastocarpus cristatus by Sandra C. Lindstrom 2008,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
A88752,,,,,,,Florideophyceae,6CC,,United States,,2008 Jan 07,+0.5 m above MLLW,2008 Mar 25,Sandra C. Lindstrom,,extract M433; species tentatively to be called Mastocarpus intermedius,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"mid intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers ",near coarse sand at base of boulders,,,"Mastocarpus ""Clade 3"" by Sandra C. Lindstrom 2008",,Rhodophyta,Patrick T. Martone,,California,,,,,"""Clade 3""",,,,,,,,,,36.621822,,,-121.904882,,
A88753,,,,,,,Florideophyceae,6DD,,United States,,2008 Jan 07,+0.5 m above MLLW,2008 Mar 25,Sandra C. Lindstrom,,extract M434; species tentatively to be called Mastocarpus intermedius,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"mid intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers ",,,,"Mastocarpus ""Clade 3"" by Sandra C. Lindstrom 2008",,Rhodophyta,Patrick T. Martone,,California,,,,,"""Clade 3""",,,,,,,,,,36.621822,,,-121.904882,,
A88754,,,,,,,Florideophyceae,7EE,,United States,,2008 Jan 07,+1.5 m above MLLW,2008 Jun 26,Sandra C. Lindstrom,,"extract M435, clade 9",,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"high intertidal bedrock, near Endocladia, Corallina, Mazzaella",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from water towers ",,,,Mastocarpus papillatus by Sandra C. Lindstrom 2008,,Rhodophyta,Patrick T. Martone,,California,,,,,papillatus,(C. Agardh) KÌ_tzing,,,,,,,,,36.621822,,,-121.904882,,
A88756,,,,,,,Florideophyceae,98,,Canada,,2009 May 26,,2009 Oct 30,Sandra C. Lindstrom,,extract M516,,,,,Mastocarpus,Crystal Kwong,1,2018,Unknown,50.02319,50.02319,,,-127.375453,-127.375453,,,Verbatim from Collector/Sheet,,mid-intertidal tannin-rich tidepool,UBC,,,"Kyuquot Sound, Walter's Island",,,,Mastocarpus papillatus species complex (Clade 1) by Sandra C. Lindstrom 2009,,Rhodophyta,Patrick T. Martone,,British Columbia,,,,,papillatus species complex (Clade 1),,,,,,,,,,50.02319,,,-127.375453,,
A88757,,,,,,,Florideophyceae,#5 (Y),,United States,,2008 Jan 07,,2010 Jun 20,Sandra C. Lindstrom,,extract M430,,,,,Mastocarpus,Crystal Kwong,0,2018,Unknown,36.621822,36.621822,,,-121.904882,-121.904882,,,Verbatim from Collector/Sheet,,"epilithic, on or near tops of boulders, +1.0 m",UBC,,,"Monterey County, Pacific Grove, Hopkins Marine Station, rocky promontory down from waer towers near Endocladia, Pseudolithophyllum",,,,Mastocarpus cristatus by Sandra C. Lindstrom 2010,,Rhodophyta,Patrick T. Martone,,California,,,,,cristatus,(Setchell) comb. nov.,,,,,,,,,36.621822,,,-121.904882,,
